Member_number,Date,itemDescription
2918,11-10-2015,pastry
2918,11-10-2015,rolls/buns
2918,11-12-2015,bottled water
2918,11-12-2015,frozen vegetables
2918,11-12-2015,pip fruit
2918,16-03-2015,pork
2918,16-03-2015,red/blush wine
2918,19-07-2015,bathroom cleaner
2918,19-07-2015,sausage
2918,27-05-2014,rolls/buns
2918,27-05-2014,waffles
2919,14-01-2014,curd
2919,14-01-2014,rolls/buns
2919,30-06-2015,candles
2919,30-06-2015,pip fruit
2920,03-12-2014,bottled beer
2920,03-12-2014,canned beer
2920,11-10-2015,beef
2920,11-10-2015,citrus fruit
2920,12-05-2014,margarine
2920,12-05-2014,rolls/buns
2920,12-05-2014,root vegetables
2920,26-04-2015,hard cheese
2920,26-04-2015,whole milk
2920,27-03-2015,beverages
2920,27-03-2015,packaged fruit/vegetables
2921,04-03-2014,bottled water
2921,04-03-2014,hard cheese
2921,04-03-2014,specialty fat
2921,18-11-2014,cream cheese 
2921,18-11-2014,frozen vegetables
2921,18-11-2014,other vegetables
2921,18-11-2014,specialty chocolate
2921,27-11-2014,other vegetables
2921,27-11-2014,yogurt
2922,06-06-2014,coffee
2922,06-06-2014,misc. beverages
2922,23-02-2014,photo/film
2922,23-02-2014,soda
2922,26-12-2015,onions
2922,26-12-2015,pip fruit
2923,02-11-2014,specialty bar
2923,02-11-2014,yogurt
2923,11-03-2014,citrus fruit
2923,11-03-2014,napkins
2923,11-03-2014,sliced cheese
2924,14-11-2014,frozen dessert
2924,14-11-2014,other vegetables
2924,19-11-2015,rolls/buns
2924,19-11-2015,sugar
2924,19-11-2015,yogurt
2924,26-05-2014,newspapers
2924,26-05-2014,root vegetables
2924,26-05-2014,shopping bags
2924,26-05-2014,sliced cheese
2924,27-03-2014,rolls/buns
2924,27-03-2014,sliced cheese
2925,01-04-2014,male cosmetics
2925,01-04-2014,oil
2925,11-12-2015,cake bar
2925,11-12-2015,dessert
2925,16-03-2015,other vegetables
2925,16-03-2015,yogurt
2925,19-07-2014,domestic eggs
2925,19-07-2014,frozen vegetables
2925,19-07-2014,pot plants
2925,22-08-2015,chocolate
2925,22-08-2015,herbs
2925,22-08-2015,tropical fruit
2925,24-11-2014,citrus fruit
2925,24-11-2014,flour
2925,25-08-2014,female sanitary products
2925,25-08-2014,salt
2926,08-11-2015,oil
2926,08-11-2015,soda
2926,08-11-2015,whole milk
2926,16-06-2014,domestic eggs
2926,16-06-2014,specialty bar
2926,29-10-2015,oil
2926,29-10-2015,yogurt
2927,01-09-2014,packaged fruit/vegetables
2927,01-09-2014,popcorn
2927,03-02-2015,citrus fruit
2927,03-02-2015,frozen vegetables
2927,11-12-2014,house keeping products
2927,11-12-2014,jam
2927,13-01-2014,hygiene articles
2927,13-01-2014,rolls/buns
2927,17-04-2014,beverages
2927,17-04-2014,fruit/vegetable juice
2928,04-11-2014,beef
2928,04-11-2014,brown bread
2928,04-11-2014,frozen fish
2928,11-02-2015,pork
2928,11-02-2015,root vegetables
2928,12-12-2014,chocolate
2928,12-12-2014,frozen fish
2928,22-09-2015,frankfurter
2928,22-09-2015,frozen meals
2929,22-10-2014,cleaner
2929,22-10-2014,pastry
2929,24-09-2014,bathroom cleaner
2929,24-09-2014,yogurt
2930,03-04-2014,coffee
2930,03-04-2014,fruit/vegetable juice
2930,03-04-2014,other vegetables
2930,14-02-2014,bottled water
2930,14-02-2014,curd
2930,23-03-2015,fruit/vegetable juice
2930,23-03-2015,newspapers
2930,23-03-2015,oil
2930,23-03-2015,other vegetables
2930,23-03-2015,pastry
2930,23-03-2015,soda
2930,23-03-2015,whole milk
2930,25-04-2014,other vegetables
2930,25-04-2014,soda
2931,05-07-2014,domestic eggs
2931,05-07-2014,pip fruit
2931,05-07-2014,seasonal products
2932,10-11-2014,rolls/buns
2932,10-11-2014,waffles
2932,10-11-2014,whole milk
2932,20-03-2015,detergent
2932,20-03-2015,rolls/buns
2932,20-03-2015,sausage
2932,20-03-2015,whole milk
2932,22-01-2015,bottled beer
2932,22-01-2015,butter
2932,22-01-2015,newspapers
2932,22-01-2015,root vegetables
2932,22-01-2015,sausage
2932,22-01-2015,whole milk
2932,22-01-2015,yogurt
2932,22-06-2014,cat food
2932,22-06-2014,tropical fruit
2932,22-06-2014,whole milk
2933,01-08-2014,seasonal products
2933,01-08-2014,soda
2933,06-04-2015,bottled water
2933,06-04-2015,herbs
2933,06-04-2015,pip fruit
2933,06-04-2015,sweet spreads
2933,06-04-2015,tropical fruit
2933,06-04-2015,yogurt
2934,11-05-2015,chocolate
2934,11-05-2015,root vegetables
2934,11-05-2015,whipped/sour cream
2934,13-09-2015,UHT-milk
2934,13-09-2015,bottled beer
2934,22-03-2014,fruit/vegetable juice
2934,22-03-2014,whole milk
2934,30-10-2014,butter milk
2934,30-10-2014,tropical fruit
2935,03-01-2014,processed cheese
2935,03-01-2014,rolls/buns
2935,04-02-2014,bottled water
2935,04-02-2014,pastry
2935,09-01-2015,canned beer
2935,09-01-2015,newspapers
2935,09-01-2015,other vegetables
2935,21-04-2014,frozen vegetables
2935,21-04-2014,whipped/sour cream
2935,21-04-2014,whole milk
2936,07-03-2014,newspapers
2936,07-03-2014,newspapers
2936,07-03-2014,onions
2936,08-06-2015,domestic eggs
2936,08-06-2015,ham
2937,02-08-2014,pork
2937,02-08-2014,rolls/buns
2937,06-10-2014,brown bread
2937,06-10-2014,dishes
2937,06-10-2014,shopping bags
2937,06-10-2014,white bread
2937,10-01-2014,pastry
2937,10-01-2014,rolls/buns
2937,17-06-2015,chewing gum
2937,17-06-2015,photo/film
2937,20-06-2015,dessert
2937,20-06-2015,whole milk
2937,24-04-2014,dishes
2937,24-04-2014,sausage
2937,24-04-2014,yogurt
2937,31-07-2015,other vegetables
2937,31-07-2015,whole milk
2938,06-06-2015,pasta
2938,06-06-2015,whipped/sour cream
2938,06-06-2015,whole milk
2938,23-03-2014,butter milk
2938,23-03-2014,curd
2938,25-06-2015,liquor (appetizer)
2938,25-06-2015,tropical fruit
2939,02-11-2014,bottled water
2939,02-11-2014,grapes
2939,03-08-2015,bottled water
2939,03-08-2015,canned vegetables
2939,03-08-2015,root vegetables
2939,03-08-2015,whole milk
2939,22-10-2014,bottled water
2939,22-10-2014,tropical fruit
2940,07-11-2015,whole milk
2940,07-11-2015,yogurt
2940,11-01-2014,citrus fruit
2940,11-01-2014,sliced cheese
2940,18-10-2015,frankfurter
2940,18-10-2015,rolls/buns
2940,21-05-2015,butter milk
2940,21-05-2015,canned beer
2940,21-05-2015,detergent
2940,21-05-2015,root vegetables
2940,21-05-2015,root vegetables
2941,03-10-2015,hamburger meat
2941,03-10-2015,other vegetables
2941,13-06-2014,beverages
2941,13-06-2014,bottled water
2941,15-04-2014,bottled water
2941,15-04-2014,whole milk
2941,23-02-2015,brown bread
2941,23-02-2015,dessert
2941,26-09-2015,other vegetables
2941,26-09-2015,yogurt
2941,27-01-2014,berries
2941,27-01-2014,rolls/buns
2942,01-02-2015,brown bread
2942,01-02-2015,flower (seeds)
2942,01-02-2015,oil
2942,01-02-2015,pork
2942,01-02-2015,sausage
2942,01-02-2015,waffles
2942,01-02-2015,whole milk
2942,17-08-2014,citrus fruit
2942,17-08-2014,cream cheese 
2942,17-08-2014,waffles
2942,31-10-2014,butter
2942,31-10-2014,domestic eggs
2943,01-01-2014,flower (seeds)
2943,01-01-2014,whole milk
2943,11-09-2014,canned beer
2943,11-09-2014,chocolate marshmallow
2943,20-06-2015,cocoa drinks
2943,20-06-2015,sausage
2943,30-06-2014,hamburger meat
2943,30-06-2014,pastry
2944,01-02-2015,beef
2944,01-02-2015,cream cheese 
2944,01-02-2015,long life bakery product
2944,01-02-2015,processed cheese
2944,01-02-2015,sausage
2944,01-02-2015,tropical fruit
2944,01-02-2015,yogurt
2944,01-02-2015,yogurt
2944,13-09-2014,bottled beer
2944,13-09-2014,dog food
2944,19-12-2014,frozen vegetables
2944,19-12-2014,newspapers
2944,31-07-2014,beverages
2944,31-07-2014,specialty fat
2945,16-11-2014,citrus fruit
2945,16-11-2014,frozen meals
2945,19-07-2015,chicken
2945,19-07-2015,pastry
2945,19-07-2015,waffles
2946,04-11-2015,chicken
2946,04-11-2015,hygiene articles
2946,07-10-2015,pasta
2946,07-10-2015,pip fruit
2946,07-10-2015,soda
2946,09-01-2014,onions
2946,09-01-2014,white wine
2946,14-09-2014,cream cheese 
2946,14-09-2014,whipped/sour cream
2946,19-11-2014,citrus fruit
2946,19-11-2014,margarine
2946,20-09-2014,domestic eggs
2946,20-09-2014,rolls/buns
2946,20-09-2014,specialty cheese
2946,24-05-2015,frankfurter
2946,24-05-2015,napkins
2946,29-09-2014,canned vegetables
2946,29-09-2014,white bread
2947,03-03-2014,bottled water
2947,03-03-2014,cream cheese 
2947,16-07-2015,sausage
2947,16-07-2015,yogurt
2947,28-04-2015,bottled beer
2947,28-04-2015,ham
2947,28-04-2015,tropical fruit
2948,11-04-2014,detergent
2948,11-04-2014,whole milk
2948,16-06-2015,frankfurter
2948,16-06-2015,yogurt
2948,19-06-2015,bottled water
2948,19-06-2015,hard cheese
2948,19-06-2015,organic sausage
2948,19-06-2015,other vegetables
2948,20-07-2014,shopping bags
2948,20-07-2014,yogurt
2949,01-06-2014,other vegetables
2949,01-06-2014,pork
2949,01-06-2014,shopping bags
2949,25-03-2014,bottled water
2949,25-03-2014,bottled water
2950,03-02-2014,long life bakery product
2950,03-02-2014,semi-finished bread
2950,03-02-2014,shopping bags
2950,03-02-2014,soda
2950,07-02-2015,frankfurter
2950,07-02-2015,whole milk
2950,10-10-2015,bottled water
2950,10-10-2015,coffee
2950,10-10-2015,roll products 
2950,17-10-2014,margarine
2950,17-10-2014,whole milk
2950,18-11-2014,canned beer
2950,18-11-2014,other vegetables
2950,28-04-2014,liquor
2950,28-04-2014,whole milk
2951,05-09-2015,citrus fruit
2951,05-09-2015,yogurt
2951,22-12-2015,curd
2951,22-12-2015,domestic eggs
2951,30-12-2014,frozen vegetables
2951,30-12-2014,soda
2951,30-12-2014,whole milk
2952,11-08-2015,bottled beer
2952,11-08-2015,butter milk
2952,11-08-2015,citrus fruit
2952,12-01-2014,hamburger meat
2952,12-01-2014,newspapers
2952,12-01-2014,sugar
2952,12-01-2014,whipped/sour cream
2952,22-04-2014,canned beer
2952,22-04-2014,hygiene articles
2952,24-09-2014,skin care
2952,24-09-2014,sugar
2952,25-11-2015,frankfurter
2952,25-11-2015,rolls/buns
2952,25-11-2015,shopping bags
2952,25-11-2015,whole milk
2953,04-01-2015,frozen fruits
2953,04-01-2015,packaged fruit/vegetables
2953,04-01-2015,rolls/buns
2954,05-06-2015,brown bread
2954,05-06-2015,sausage
2954,17-07-2014,fruit/vegetable juice
2954,17-07-2014,rolls/buns
2954,17-07-2014,root vegetables
2954,28-05-2014,fruit/vegetable juice
2954,28-05-2014,soda
2955,05-06-2015,canned beer
2955,05-06-2015,soda
2955,05-06-2015,white bread
2955,06-06-2015,tropical fruit
2955,06-06-2015,whole milk
2955,07-06-2014,hamburger meat
2955,07-06-2014,newspapers
2955,07-06-2014,pastry
2955,07-06-2014,soda
2955,10-08-2014,pastry
2955,10-08-2014,sausage
2955,21-03-2014,sausage
2955,21-03-2014,sliced cheese
2955,30-11-2014,candles
2955,30-11-2014,root vegetables
2956,02-12-2015,bottled water
2956,02-12-2015,rolls/buns
2956,03-05-2014,chocolate
2956,03-05-2014,rolls/buns
2956,07-08-2014,butter milk
2956,07-08-2014,yogurt
2956,22-07-2014,frozen vegetables
2956,22-07-2014,other vegetables
2956,22-07-2014,soda
2956,23-10-2014,cream cheese 
2956,23-10-2014,other vegetables
2957,06-06-2014,other vegetables
2957,06-06-2014,shopping bags
2957,12-04-2015,bottled beer
2957,12-04-2015,frankfurter
2957,19-09-2015,UHT-milk
2957,19-09-2015,artif. sweetener
2957,19-09-2015,bottled beer
2957,19-09-2015,butter
2957,19-09-2015,candles
2957,19-09-2015,chewing gum
2957,19-09-2015,sausage
2957,21-12-2014,bottled beer
2957,21-12-2014,bottled water
2957,24-05-2014,frozen vegetables
2957,24-05-2014,margarine
2957,26-02-2014,fruit/vegetable juice
2957,26-02-2014,seasonal products
2957,27-11-2015,grapes
2957,27-11-2015,photo/film
2958,11-03-2014,candy
2958,11-03-2014,soda
2958,14-06-2015,hamburger meat
2958,14-06-2015,rolls/buns
2958,17-12-2014,bottled water
2958,17-12-2014,chocolate
2958,27-01-2015,onions
2958,27-01-2015,tropical fruit
2958,27-04-2014,butter
2958,27-04-2014,softener
2960,03-09-2014,canned beer
2960,03-09-2014,frozen meals
2960,11-03-2014,UHT-milk
2960,11-03-2014,shopping bags
2960,14-11-2014,berries
2960,14-11-2014,other vegetables
2960,17-02-2015,finished products
2960,17-02-2015,pastry
2960,19-12-2015,domestic eggs
2960,19-12-2015,other vegetables
2960,19-12-2015,tropical fruit
2960,19-12-2015,whole milk
2960,19-12-2015,yogurt
2960,21-06-2015,citrus fruit
2960,21-06-2015,salty snack
2960,27-10-2014,fruit/vegetable juice
2960,27-10-2014,whipped/sour cream
2960,28-11-2014,dishes
2960,28-11-2014,misc. beverages
2960,31-08-2015,berries
2960,31-08-2015,frozen vegetables
2960,31-08-2015,pastry
2960,31-08-2015,rolls/buns
2960,31-08-2015,rolls/buns
2960,31-08-2015,tropical fruit
2960,31-08-2015,whole milk
2961,13-12-2014,coffee
2961,13-12-2014,domestic eggs
2961,13-12-2014,spread cheese
2961,14-03-2014,pastry
2961,14-03-2014,shopping bags
2961,16-11-2015,chocolate
2961,16-11-2015,frankfurter
2961,16-11-2015,mayonnaise
2961,16-11-2015,oil
2961,21-07-2015,berries
2961,21-07-2015,canned beer
2961,21-07-2015,soda
2961,21-07-2015,white bread
2961,27-05-2015,abrasive cleaner
2961,27-05-2015,frankfurter
2961,27-05-2015,frozen potato products
2961,27-05-2015,newspapers
2961,27-05-2015,softener
2961,31-07-2014,canned fruit
2961,31-07-2014,onions
2962,01-03-2015,bottled water
2962,01-03-2015,domestic eggs
2962,01-03-2015,tropical fruit
2962,07-06-2014,brown bread
2962,07-06-2014,root vegetables
2962,26-04-2015,citrus fruit
2962,26-04-2015,long life bakery product
2962,29-07-2014,pastry
2962,29-07-2014,soda
2963,01-03-2014,bottled water
2963,01-03-2014,pickled vegetables
2963,27-05-2014,citrus fruit
2963,27-05-2014,frozen vegetables
2964,03-10-2014,male cosmetics
2964,03-10-2014,oil
2964,04-02-2014,candy
2964,04-02-2014,curd
2964,05-02-2015,frankfurter
2964,05-02-2015,hard cheese
2964,11-08-2015,finished products
2964,11-08-2015,ice cream
2964,11-08-2015,tropical fruit
2964,11-08-2015,whole milk
2964,22-09-2014,UHT-milk
2964,22-09-2014,tropical fruit
2965,04-01-2014,cat food
2965,04-01-2014,dessert
2965,04-01-2014,salty snack
2965,04-01-2014,white bread
2965,07-06-2014,coffee
2965,07-06-2014,newspapers
2966,08-10-2014,cream cheese 
2966,08-10-2014,other vegetables
2966,08-10-2014,pudding powder
2966,08-10-2014,whole milk
2966,26-11-2014,long life bakery product
2966,26-11-2014,pork
2967,06-02-2015,domestic eggs
2967,06-02-2015,yogurt
2967,23-01-2014,canned beer
2967,23-01-2014,flower (seeds)
2967,27-05-2014,oil
2967,27-05-2014,whole milk
2968,17-10-2015,shopping bags
2968,17-10-2015,soda
2969,08-12-2015,packaged fruit/vegetables
2969,08-12-2015,waffles
2969,13-04-2014,frankfurter
2969,13-04-2014,processed cheese
2969,24-08-2015,canned fish
2969,24-08-2015,hygiene articles
2969,28-09-2015,frozen meals
2969,28-09-2015,other vegetables
2970,11-11-2014,canned fish
2970,11-11-2014,chewing gum
2970,11-11-2014,other vegetables
2970,11-11-2014,other vegetables
2970,30-12-2015,meat
2970,30-12-2015,rolls/buns
2970,30-12-2015,turkey
2971,04-03-2014,cocoa drinks
2971,04-03-2014,napkins
2971,04-03-2014,shopping bags
2971,12-07-2014,fruit/vegetable juice
2971,12-07-2014,rolls/buns
2971,27-01-2015,coffee
2971,27-01-2015,hamburger meat
2972,19-02-2014,frankfurter
2972,19-02-2014,margarine
2972,21-05-2015,UHT-milk
2972,21-05-2015,canned beer
2972,21-05-2015,coffee
2972,21-05-2015,house keeping products
2972,21-05-2015,other vegetables
2972,21-05-2015,pip fruit
2972,21-05-2015,whole milk
2972,21-05-2015,whole milk
2973,13-12-2014,frozen vegetables
2973,13-12-2014,white bread
2973,13-12-2014,whole milk
2973,21-10-2014,napkins
2973,21-10-2014,waffles
2973,26-10-2014,beverages
2973,26-10-2014,soda
2973,31-07-2014,flour
2973,31-07-2014,semi-finished bread
2973,31-07-2014,yogurt
2973,31-10-2014,domestic eggs
2973,31-10-2014,sliced cheese
2974,01-01-2014,berries
2974,01-01-2014,bottled water
2974,01-01-2014,whipped/sour cream
2974,02-09-2014,pastry
2974,02-09-2014,waffles
2974,24-05-2014,frozen vegetables
2974,24-05-2014,tropical fruit
2974,26-12-2015,herbs
2974,26-12-2015,packaged fruit/vegetables
2975,09-10-2015,canned beer
2975,09-10-2015,fruit/vegetable juice
2975,24-10-2015,cream cheese 
2975,24-10-2015,rolls/buns
2975,25-10-2014,canned beer
2975,25-10-2014,fruit/vegetable juice
2975,25-10-2014,other vegetables
2975,27-03-2014,flower (seeds)
2975,27-03-2014,root vegetables
2975,28-01-2015,grapes
2975,28-01-2015,liver loaf
2975,28-01-2015,other vegetables
2975,28-01-2015,pasta
2976,02-06-2015,citrus fruit
2976,02-06-2015,dessert
2976,20-09-2014,newspapers
2976,20-09-2014,other vegetables
2976,20-09-2014,shopping bags
2977,03-01-2015,UHT-milk
2977,03-01-2015,rolls/buns
2977,14-04-2015,chicken
2977,14-04-2015,margarine
2977,14-04-2015,other vegetables
2977,14-04-2015,popcorn
2977,16-11-2015,chicken
2977,16-11-2015,onions
2977,16-11-2015,other vegetables
2977,16-11-2015,pastry
2977,26-11-2014,processed cheese
2977,26-11-2014,waffles
2978,05-06-2015,chicken
2978,05-06-2015,condensed milk
2978,05-06-2015,ham
2978,05-06-2015,other vegetables
2978,05-06-2015,whipped/sour cream
2978,09-05-2015,UHT-milk
2978,09-05-2015,beverages
2978,09-05-2015,frozen dessert
2978,09-05-2015,meat
2978,09-05-2015,sausage
2978,09-05-2015,sugar
2978,25-11-2015,chewing gum
2978,25-11-2015,other vegetables
2978,25-11-2015,pip fruit
2978,27-06-2015,hygiene articles
2978,27-06-2015,whole milk
2978,27-08-2014,liquor
2978,27-08-2014,pasta
2978,27-08-2014,pot plants
2979,03-11-2014,domestic eggs
2979,03-11-2014,domestic eggs
2979,09-08-2015,onions
2979,09-08-2015,rum
2979,17-07-2015,ice cream
2979,17-07-2015,long life bakery product
2979,17-07-2015,sausage
2979,17-07-2015,sliced cheese
2979,25-08-2014,pip fruit
2979,25-08-2014,whole milk
2980,17-01-2014,bottled beer
2980,17-01-2014,cleaner
2980,17-01-2014,other vegetables
2980,27-04-2015,bottled beer
2980,27-04-2015,butter milk
2980,27-11-2014,shopping bags
2980,27-11-2014,whole milk
2981,03-12-2015,onions
2981,03-12-2015,whole milk
2981,05-06-2014,canned beer
2981,05-06-2014,fruit/vegetable juice
2981,10-03-2015,UHT-milk
2981,10-03-2015,whole milk
2981,11-05-2015,chocolate
2981,11-05-2015,pickled vegetables
2981,11-05-2015,whole milk
2982,05-01-2014,coffee
2982,05-01-2014,sugar
2982,14-06-2015,canned beer
2982,14-06-2015,soda
2982,15-06-2014,hard cheese
2982,15-06-2014,rolls/buns
2982,22-10-2014,margarine
2982,22-10-2014,tropical fruit
2982,25-06-2015,citrus fruit
2982,25-06-2015,frankfurter
2982,25-06-2015,ice cream
2982,25-06-2015,yogurt
2983,11-09-2015,flour
2983,11-09-2015,soda
2983,28-02-2014,specialty chocolate
2983,28-02-2014,tropical fruit
2984,07-07-2014,pickled vegetables
2984,07-07-2014,soda
2984,07-07-2014,whole milk
2984,22-04-2014,canned beer
2984,22-04-2014,pastry
2984,24-02-2015,citrus fruit
2984,24-02-2015,mustard
2984,25-09-2014,butter
2984,25-09-2014,cake bar
2984,25-09-2014,fruit/vegetable juice
2984,25-09-2014,ice cream
2985,05-01-2015,chicken
2985,05-01-2015,soda
2985,05-01-2015,soda
2985,05-01-2015,tropical fruit
2985,29-05-2015,citrus fruit
2985,29-05-2015,whole milk
2986,03-11-2014,soda
2986,03-11-2014,whole milk
2986,05-11-2014,UHT-milk
2986,05-11-2014,bottled water
2986,05-11-2014,newspapers
2986,11-01-2015,bottled beer
2986,11-01-2015,butter
2986,11-01-2015,chicken
2986,11-01-2015,other vegetables
2986,11-01-2015,root vegetables
2986,11-01-2015,sausage
2986,11-01-2015,waffles
2986,11-01-2015,whipped/sour cream
2986,19-05-2015,margarine
2986,19-05-2015,whole milk
2986,28-03-2014,other vegetables
2986,28-03-2014,pork
2987,16-04-2014,coffee
2987,16-04-2014,misc. beverages
2988,14-10-2015,bottled beer
2988,14-10-2015,yogurt
2989,06-01-2015,beef
2989,06-01-2015,pip fruit
2989,10-09-2014,citrus fruit
2989,10-09-2014,flour
2989,25-03-2014,bottled beer
2989,25-03-2014,whole milk
2989,30-01-2015,cat food
2989,30-01-2015,herbs
2989,30-01-2015,pet care
2989,30-01-2015,soda
2989,30-01-2015,whole milk
2989,30-01-2015,whole milk
2990,11-07-2015,domestic eggs
2990,11-07-2015,grapes
2990,11-07-2015,meat spreads
2990,12-08-2015,beef
2990,12-08-2015,specialty bar
2990,15-08-2014,long life bakery product
2990,15-08-2014,packaged fruit/vegetables
2990,16-07-2014,kitchen towels
2990,16-07-2014,turkey
2990,23-05-2015,brown bread
2990,23-05-2015,chocolate
2990,23-05-2015,rolls/buns
2990,23-05-2015,whole milk
2990,24-04-2014,curd
2990,24-04-2014,sugar
2990,24-04-2014,turkey
2990,29-06-2015,canned beer
2990,29-06-2015,frankfurter
2990,29-06-2015,pastry
2990,29-06-2015,pastry
2990,30-03-2014,long life bakery product
2990,30-03-2014,rolls/buns
2990,31-05-2014,UHT-milk
2990,31-05-2014,cream cheese 
2991,01-03-2014,root vegetables
2991,01-03-2014,soda
2991,01-03-2014,waffles
2991,16-02-2015,root vegetables
2991,16-02-2015,whole milk
2991,22-04-2014,UHT-milk
2991,22-04-2014,shopping bags
2991,22-04-2014,specialty cheese
2991,27-03-2014,butter milk
2991,27-03-2014,whole milk
2991,30-04-2014,salt
2991,30-04-2014,tropical fruit
2992,09-11-2015,bottled water
2992,09-11-2015,pet care
2992,09-11-2015,pip fruit
2993,05-05-2015,long life bakery product
2993,05-05-2015,napkins
2993,08-07-2014,butter milk
2993,08-07-2014,chewing gum
2993,08-07-2014,other vegetables
2993,08-07-2014,specialty chocolate
2993,16-08-2014,chewing gum
2993,16-08-2014,misc. beverages
2993,17-11-2014,beef
2993,17-11-2014,napkins
2993,23-10-2014,domestic eggs
2993,23-10-2014,onions
2993,23-10-2014,waffles
2993,24-06-2014,shopping bags
2993,24-06-2014,yogurt
2994,12-07-2014,long life bakery product
2994,12-07-2014,whole milk
2994,12-07-2014,yogurt
2994,30-04-2014,curd
2994,30-04-2014,curd
2994,30-04-2014,rolls/buns
2995,18-02-2015,dessert
2995,18-02-2015,flour
2995,18-02-2015,shopping bags
2995,19-03-2014,bottled water
2995,19-03-2014,specialty chocolate
2996,08-01-2015,domestic eggs
2996,08-01-2015,other vegetables
2996,17-09-2014,bottled beer
2996,17-09-2014,candy
2996,19-05-2015,UHT-milk
2996,19-05-2015,berries
2996,19-05-2015,newspapers
2996,26-09-2015,dishes
2996,26-09-2015,frankfurter
2996,26-09-2015,hygiene articles
2996,29-04-2014,butter milk
2996,29-04-2014,coffee
2996,30-08-2014,house keeping products
2996,30-08-2014,whipped/sour cream
2997,02-06-2015,canned beer
2997,02-06-2015,soda
2997,03-08-2015,other vegetables
2997,03-08-2015,soda
2997,09-02-2014,bottled water
2997,09-02-2014,yogurt
2997,10-02-2015,fish
2997,10-02-2015,specialty chocolate
2997,30-12-2015,brown bread
2997,30-12-2015,citrus fruit
2997,30-12-2015,domestic eggs
2997,30-12-2015,frankfurter
2997,30-12-2015,rubbing alcohol
2997,30-12-2015,shopping bags
2997,30-12-2015,tropical fruit
2997,30-12-2015,whole milk
2998,14-07-2015,canned beer
2998,14-07-2015,salty snack
2998,14-07-2015,yogurt
2998,30-10-2014,grapes
2998,30-10-2014,semi-finished bread
2999,03-08-2015,butter milk
2999,03-08-2015,meat spreads
2999,03-08-2015,sausage
2999,12-08-2014,margarine
2999,12-08-2014,white bread
2999,12-08-2014,whole milk
2999,17-04-2015,beef
2999,17-04-2015,canned beer
3000,22-08-2014,cat food
3000,22-08-2014,fruit/vegetable juice
3001,14-11-2015,bottled water
3001,14-11-2015,sausage
3001,24-12-2015,chicken
3001,24-12-2015,whole milk
3002,12-12-2014,hygiene articles
3002,12-12-2014,seasonal products
3002,13-08-2015,citrus fruit
3002,13-08-2015,coffee
3002,13-08-2015,frozen meals
3002,13-08-2015,seasonal products
3002,13-08-2015,soups
3002,13-08-2015,yogurt
3002,19-02-2015,snack products
3002,19-02-2015,tropical fruit
3002,21-01-2015,grapes
3002,21-01-2015,light bulbs
3002,21-01-2015,sausage
3002,22-01-2015,chicken
3002,22-01-2015,newspapers
3002,22-01-2015,white bread
3002,22-01-2015,whole milk
3003,08-03-2014,citrus fruit
3003,08-03-2014,processed cheese
3003,08-05-2014,newspapers
3003,08-05-2014,whole milk
3003,22-04-2014,seasonal products
3003,22-04-2014,shopping bags
3004,04-09-2014,domestic eggs
3004,04-09-2014,soda
3004,10-02-2015,liquor (appetizer)
3004,10-02-2015,whole milk
3005,10-07-2014,semi-finished bread
3005,10-07-2014,tropical fruit
3005,12-07-2015,citrus fruit
3005,12-07-2015,fruit/vegetable juice
3005,18-04-2014,coffee
3005,18-04-2014,specialty chocolate
3005,26-07-2014,beverages
3005,26-07-2014,frozen meals
3005,26-11-2014,brown bread
3005,26-11-2014,margarine
3005,26-11-2014,newspapers
3006,06-01-2014,brown bread
3006,06-01-2014,waffles
3006,20-06-2014,margarine
3006,20-06-2014,other vegetables
3006,27-12-2015,chicken
3006,27-12-2015,frozen fish
3006,27-12-2015,pork
3007,01-04-2014,rolls/buns
3007,01-04-2014,yogurt
3007,02-12-2014,canned beer
3007,02-12-2014,frozen dessert
3008,09-07-2014,butter
3008,09-07-2014,other vegetables
3008,15-04-2014,coffee
3008,15-04-2014,pip fruit
3008,15-04-2014,root vegetables
3009,13-11-2014,UHT-milk
3009,13-11-2014,canned beer
3009,14-08-2015,sausage
3009,14-08-2015,tropical fruit
3009,18-02-2015,canned beer
3009,18-02-2015,detergent
3009,18-02-2015,frozen vegetables
3009,18-02-2015,sausage
3009,19-04-2014,frankfurter
3009,19-04-2014,misc. beverages
3009,27-01-2014,semi-finished bread
3009,27-01-2014,yogurt
3009,27-12-2014,brown bread
3009,27-12-2014,flour
3010,11-05-2014,root vegetables
3010,11-05-2014,sliced cheese
3010,13-06-2014,hygiene articles
3010,13-06-2014,pork
3010,13-06-2014,shopping bags
3010,14-02-2014,other vegetables
3010,14-02-2014,root vegetables
3010,14-08-2015,fruit/vegetable juice
3010,14-08-2015,root vegetables
3010,21-01-2014,rolls/buns
3010,21-01-2014,root vegetables
3011,02-04-2014,frozen meals
3011,02-04-2014,other vegetables
3011,02-04-2014,rolls/buns
3011,16-08-2014,salty snack
3011,16-08-2014,whipped/sour cream
3011,22-06-2015,finished products
3011,22-06-2015,rolls/buns
3011,27-06-2014,frozen vegetables
3011,27-06-2014,pickled vegetables
3011,29-08-2014,bottled water
3011,29-08-2014,sugar
3012,03-05-2015,nuts/prunes
3012,03-05-2015,onions
3012,20-09-2015,brown bread
3012,20-09-2015,pork
3012,24-07-2014,whole milk
3012,24-07-2014,whole milk
3013,07-08-2014,ice cream
